mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_n_jobs,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.4017916679382324,0.02764920869898902,0.03955187797546387,0.0027500425607061814,0.3,6,100,-1,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 100, 'n_jobs': -1}",0.925065963060686,0.9251880195276422,0.9246602454149624,0.9269032853938515,0.9246602454149624,0.9252955517624208,0.000831421661175111,1
0.7715209007263184,0.0860909766510858,0.09671359062194824,0.013017972891094312,0.3,6,200,-1,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 200, 'n_jobs': -1}",0.9220316622691292,0.9230769230769231,0.9221533183797335,0.9224172054360733,0.9238685842459428,0.9227095386815604,0.0006830393978947992,3
1.2132954120635986,0.05392335488280573,0.13577694892883302,0.008616733946573344,0.3,6,300,-1,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 300, 'n_jobs': -1}",0.9204485488126649,0.920833883098034,0.9192505607599947,0.9214936007388838,0.920965826626204,0.9205984840071564,0.0007524579640032026,7
0.518249797821045,0.0551365462233646,0.05091991424560547,0.012293523193394504,0.3,7,100,-1,"{'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 100, 'n_jobs': -1}",0.925065963060686,0.9259796806966618,0.9241324713022826,0.9250560759994723,0.9250560759994723,0.925058053411715,0.0005841522877683463,2
0.9480422496795654,0.07717366053068102,0.12851386070251464,0.03542107839730408,0.3,7,200,-1,"{'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 200, 'n_jobs': -1}",0.921108179419525,0.9220213748515635,0.920965826626204,0.9192505607599947,0.9213616572107138,0.9209415197736002,0.0009198164057924512,6
1.2686933517456054,0.09994284597737431,0.21032872200012206,0.03031329232850328,0.3,7,300,-1,"{'learning_rate': 0.3, 'max_depth': 7, 'n_estimators': 300, 'n_jobs': -1}",0.9196569920844327,0.9199102784008444,0.9164797466684259,0.9176672384219554,0.9183269560628051,0.9184082423276927,0.001272028150081231,10
0.6090266227722168,0.05680612461874575,0.09799251556396485,0.014983726181619143,0.3,9,100,-1,"{'learning_rate': 0.3, 'max_depth': 9, 'n_estimators': 100, 'n_jobs': -1}",0.920712401055409,0.9210977701543739,0.9205699960416942,0.9234727536614329,0.9204380525135242,0.9212581946852868,0.0011290835868357366,5
1.1226513385772705,0.10247254731616556,0.21547346115112304,0.021062500607133872,0.3,9,200,-1,"{'learning_rate': 0.3, 'max_depth': 9, 'n_estimators': 200, 'n_jobs': -1}",0.9160949868073879,0.9172714078374455,0.9154241984430663,0.9196463913445045,0.9158200290275762,0.9168514026919962,0.001527165641583436,12
1.7140962123870849,0.12951462705832362,0.30443363189697265,0.018238275910648107,0.3,9,300,-1,"{'learning_rate': 0.3, 'max_depth': 9, 'n_estimators': 300, 'n_jobs': -1}",0.9145118733509234,0.9151603113867265,0.9127853278796675,0.916347803140256,0.9118617231824779,0.9141334077880103,0.0016173548989448813,18
0.7202813148498535,0.04823804712051537,0.09445338249206543,0.031133778762420936,0.3,10,100,-1,"{'learning_rate': 0.3, 'max_depth': 10, 'n_estimators': 100, 'n_jobs': -1}",0.9195250659630607,0.9224172054360733,0.9216255442670537,0.9195144478163346,0.918590843119145,0.9203346213203334,0.0014403100722824682,8
1.1791648864746094,0.07582444282237348,0.21804437637329102,0.0038676019237953046,0.3,10,200,-1,"{'learning_rate': 0.3, 'max_depth': 10, 'n_estimators': 200, 'n_jobs': -1}",0.9158311345646438,0.9168755772529358,0.9141047631613669,0.9175352948937855,0.9141047631613669,0.9156903066068198,0.0014040353864576876,13
1.6220794200897217,0.04648449135281086,0.27125091552734376,0.020139854860360535,0.3,10,300,-1,"{'learning_rate': 0.3, 'max_depth': 10, 'n_estimators': 300, 'n_jobs': -1}",0.912532981530343,0.9130492149360074,0.9126533843514976,0.9152922549148964,0.9117297796543079,0.9130515230774104,0.0011996074318427173,19
0.3841700077056885,0.05046849264023153,0.033132171630859374,0.0017648993870149452,0.5,6,100,-1,"{'learning_rate': 0.5, 'max_depth': 6, 'n_estimators': 100, 'n_jobs': -1}",0.920712401055409,0.9207019395698641,0.9191186172318248,0.9230769230769231,0.9240005277741127,0.9215220817416269,0.0017700329917437602,4
0.7196447372436523,0.019232293460388662,0.05930733680725098,0.005271975337728939,0.5,6,200,-1,"{'learning_rate': 0.5, 'max_depth': 6, 'n_estimators': 200, 'n_jobs': -1}",0.9159630606860159,0.9177991819501253,0.9172714078374455,0.9204380525135242,0.9168755772529358,0.9176694560480094,0.0015088025880925855,11
1.0969568252563477,0.06800931409239827,0.14214491844177246,0.006073330906481228,0.5,6,300,-1,"{'learning_rate': 0.5, 'max_depth': 6, 'n_estimators': 300, 'n_jobs': -1}",0.9133245382585752,0.9152922549148964,0.9130492149360074,0.9151603113867265,0.9146325372740467,0.9142917713540504,0.000932838342813732,17
0.412934684753418,0.0421030461302744,0.04309358596801758,0.005640832165776265,0.5,7,100,-1,"{'learning_rate': 0.5, 'max_depth': 7, 'n_estimators': 100, 'n_jobs': -1}",0.9200527704485488,0.918590843119145,0.9170075207811057,0.9205699960416942,0.918590843119145,0.9189623947019279,0.001254666054381431,9
