mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_l2_regularization,param_learning_rate,param_max_iter,param_max_leaf_nodes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.3938864707946776,0.16469770539429757,0.17061190605163573,0.018619101143640075,0.0,0.1,200,63,"{'l2_regularization': 0, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 63}",0.9715263157894737,0.9726842105263158,0.972,0.9727894736842105,0.97,0.9718,0.0010115126765082453,45
0.42866220474243166,0.028503180698918024,0.05500073432922363,0.004178407231681399,0.0,0.5,50,15,"{'l2_regularization': 0, 'learning_rate': 0.5, 'max_iter': 50, 'max_leaf_nodes': 15}",0.9712631578947368,0.9725263157894737,0.9718421052631578,0.9728421052631578,0.9697894736842105,0.9716526315789473,0.001080473888029992,55
0.4108264923095703,0.03451908438098761,0.04808511734008789,0.007073513614911288,0.0,0.5,50,31,"{'l2_regularization': 0, 'learning_rate': 0.5, 'max_iter': 50, 'max_leaf_nodes': 31}",0.9711578947368421,0.9726842105263158,0.9718947368421053,0.9725789473684211,0.9689473684210527,0.9714526315789473,0.0013670438413840003,64
0.41010317802429197,0.028854027856761107,0.046655893325805664,0.00564036077687345,0.0,0.5,50,63,"{'l2_regularization': 0, 'learning_rate': 0.5, 'max_iter': 50, 'max_leaf_nodes': 63}",0.971,0.9721578947368421,0.9715789473684211,0.9722105263157895,0.9690526315789474,0.9712,0.0011604755926377978,70
0.37579870223999023,0.04086288142004358,0.05027551651000976,0.006498702851471675,0.0,0.5,100,15,"{'l2_regularization': 0, 'learning_rate': 0.5, 'max_iter': 100, 'max_leaf_nodes': 15}",0.9712631578947368,0.9725263157894737,0.9718421052631578,0.9728421052631578,0.9697894736842105,0.9716526315789473,0.001080473888029992,55
0.3745091438293457,0.03144435950351609,0.04524974822998047,0.0016885456289671415,0.0,0.5,100,31,"{'l2_regularization': 0, 'learning_rate': 0.5, 'max_iter': 100, 'max_leaf_nodes': 31}",0.9711578947368421,0.9726842105263158,0.9718947368421053,0.9725789473684211,0.9689473684210527,0.9714526315789473,0.0013670438413840003,64
0.4205350399017334,0.023130418615151596,0.0454526424407959,0.004108925648136955,0.0,0.5,100,63,"{'l2_regularization': 0, 'learning_rate': 0.5, 'max_iter': 100, 'max_leaf_nodes': 63}",0.971,0.9721578947368421,0.9715789473684211,0.9722105263157895,0.9690526315789474,0.9712,0.0011604755926377978,70
0.40877251625061034,0.027789731197663228,0.04954342842102051,0.005066210955257222,0.0,0.5,200,15,"{'l2_regularization': 0, 'learning_rate': 0.5, 'max_iter': 200, 'max_leaf_nodes': 15}",0.9712631578947368,0.9725263157894737,0.9718421052631578,0.9728421052631578,0.9697894736842105,0.9716526315789473,0.001080473888029992,55
0.35948610305786133,0.01632653051089407,0.043485260009765624,0.002276642853051041,0.0,0.5,200,31,"{'l2_regularization': 0, 'learning_rate': 0.5, 'max_iter': 200, 'max_leaf_nodes': 31}",0.9711578947368421,0.9726842105263158,0.9718947368421053,0.9725789473684211,0.9689473684210527,0.9714526315789473,0.0013670438413840003,64
0.42251267433166506,0.04227015874065777,0.047583818435668945,0.003097012011465701,0.0,0.5,200,63,"{'l2_regularization': 0, 'learning_rate': 0.5, 'max_iter': 200, 'max_leaf_nodes': 63}",0.971,0.9721578947368421,0.9715789473684211,0.9722105263157895,0.9690526315789474,0.9712,0.0011604755926377978,70
0.7408593654632568,0.037308436279657846,0.14161038398742676,0.004003893434640137,0.1,0.01,50,15,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 50, 'max_leaf_nodes': 15}",0.9149473684210526,0.9149473684210526,0.9149473684210526,0.9148947368421053,0.9148947368421053,0.9149263157894737,2.5784102555580936e-05,73
0.8856330394744873,0.02476125703391699,0.1594780445098877,0.004670119313761045,0.1,0.01,50,31,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 50, 'max_leaf_nodes': 31}",0.9149473684210526,0.9149473684210526,0.9149473684210526,0.9148947368421053,0.9148947368421053,0.9149263157894737,2.5784102555580936e-05,73
1.1420643329620361,0.06563618321320554,0.17071218490600587,0.005261179435482749,0.1,0.01,50,63,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 50, 'max_leaf_nodes': 63}",0.9149473684210526,0.9149473684210526,0.9149473684210526,0.9148947368421053,0.9148947368421053,0.9149263157894737,2.5784102555580936e-05,73
1.6233369350433349,0.03298214425758873,0.29259500503540037,0.006362460726103659,0.1,0.01,100,15,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 100, 'max_leaf_nodes': 15}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
1.8454196453094482,0.06396089842859716,0.3241428852081299,0.018764186478716915,0.1,0.01,100,31,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 100, 'max_leaf_nodes': 31}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
2.1764234066009522,0.03718477162122829,0.3324148654937744,0.011821958349604478,0.1,0.01,100,63,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 100, 'max_leaf_nodes': 63}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
3.188230037689209,0.07007521108975558,0.5671801090240478,0.013090970300311165,0.1,0.01,200,15,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 200, 'max_leaf_nodes': 15}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
3.571144723892212,0.05745783656127008,0.6434031963348389,0.06574936358846416,0.1,0.01,200,31,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 200, 'max_leaf_nodes': 31}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
4.361066722869873,0.214409796684536,0.6103701114654541,0.07861282048206988,0.1,0.01,200,63,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 200, 'max_leaf_nodes': 63}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
0.8506008148193359,0.041673614618120206,0.13583021163940429,0.01082840153856509,0.1,0.1,50,15,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 50, 'max_leaf_nodes': 15}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
0.8950765609741211,0.029901602657995578,0.14186930656433105,0.012212598209269199,0.1,0.1,50,31,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 50, 'max_leaf_nodes': 31}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
1.1427497386932373,0.07772623774843007,0.16541814804077148,0.01617807050019332,0.1,0.1,50,63,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 50, 'max_leaf_nodes': 63}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
1.3109294414520263,0.0855550625048615,0.169739294052124,0.015029515926355255,0.1,0.1,100,15,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 15}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
1.124955129623413,0.06062060343266684,0.17287769317626953,0.011684373978065262,0.1,0.1,100,31,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 31}",0.9715263157894737,0.9727368421052631,0.972,0.9727894736842105,0.9699473684210527,0.9718,0.0010396035894843089,45
1.1682986736297607,0.11390723961726198,0.17308201789855956,0.018464276646074102,0.1,0.1,100,63,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 63}",0.9715263157894737,0.9726842105263158,0.9721052631578947,0.9728421052631578,0.9698947368421053,0.9718105263157895,0.0010644598593858566,39
1.0613013744354247,0.07283596718116689,0.19057245254516603,0.02034990277347314,0.1,0.1,200,15,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 15}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
1.1880210876464843,0.11939281768010314,0.20373091697692872,0.019030235421025936,0.1,0.1,200,31,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 31}",0.9715263157894737,0.9727368421052631,0.972,0.9727894736842105,0.9699473684210527,0.9718,0.0010396035894843089,45
1.3267159461975098,0.08385197501876235,0.1794992446899414,0.007308491028439024,0.1,0.1,200,63,"{'l2_regularization': 0.1, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 63}",0.9715263157894737,0.9726842105263158,0.9721052631578947,0.9728421052631578,0.9698947368421053,0.9718105263157895,0.0010644598593858566,39
0.37319173812866213,0.021181581394291382,0.05275750160217285,0.004309598804087,0.1,0.5,50,15,"{'l2_regularization': 0.1, 'learning_rate': 0.5, 'max_iter': 50, 'max_leaf_nodes': 15}",0.9714736842105263,0.9727368421052631,0.972,0.9728947368421053,0.97,0.971821052631579,0.001045025149136076,33
0.3999499320983887,0.03183396958178822,0.05123491287231445,0.003778552545687207,0.1,0.5,50,31,"{'l2_regularization': 0.1, 'learning_rate': 0.5, 'max_iter': 50, 'max_leaf_nodes': 31}",0.9713157894736842,0.9727368421052631,0.9718947368421053,0.972421052631579,0.9695789473684211,0.9715894736842106,0.0011151934853177903,58
0.44458580017089844,0.05303069942961726,0.04875726699829101,0.004786728361233758,0.1,0.5,50,63,"{'l2_regularization': 0.1, 'learning_rate': 0.5, 'max_iter': 50, 'max_leaf_nodes': 63}",0.9715263157894737,0.9721052631578947,0.9715789473684211,0.9723157894736842,0.9689473684210527,0.9712947368421052,0.0012119442496525566,67
0.35816082954406736,0.006146289110581282,0.050434303283691403,0.005104280875378887,0.1,0.5,100,15,"{'l2_regularization': 0.1, 'learning_rate': 0.5, 'max_iter': 100, 'max_leaf_nodes': 15}",0.9714736842105263,0.9727368421052631,0.972,0.9728947368421053,0.97,0.971821052631579,0.001045025149136076,33
0.3614494323730469,0.044737358476623974,0.05058965682983398,0.007302112051717356,0.1,0.5,100,31,"{'l2_regularization': 0.1, 'learning_rate': 0.5, 'max_iter': 100, 'max_leaf_nodes': 31}",0.9713157894736842,0.9727368421052631,0.9718947368421053,0.972421052631579,0.9695789473684211,0.9715894736842106,0.0011151934853177903,58
0.43204727172851565,0.05177718763172056,0.05720720291137695,0.006650117638726221,0.1,0.5,100,63,"{'l2_regularization': 0.1, 'learning_rate': 0.5, 'max_iter': 100, 'max_leaf_nodes': 63}",0.9715263157894737,0.9721052631578947,0.9715789473684211,0.9723157894736842,0.9689473684210527,0.9712947368421052,0.0012119442496525566,67
0.38348779678344724,0.012696213884911448,0.05336122512817383,0.0022297586060687417,0.1,0.5,200,15,"{'l2_regularization': 0.1, 'learning_rate': 0.5, 'max_iter': 200, 'max_leaf_nodes': 15}",0.9714736842105263,0.9727368421052631,0.972,0.9728947368421053,0.97,0.971821052631579,0.001045025149136076,33
0.4103988170623779,0.039787832050457134,0.04908137321472168,0.005166266740909406,0.1,0.5,200,31,"{'l2_regularization': 0.1, 'learning_rate': 0.5, 'max_iter': 200, 'max_leaf_nodes': 31}",0.9713157894736842,0.9727368421052631,0.9718947368421053,0.972421052631579,0.9695789473684211,0.9715894736842106,0.0011151934853177903,58
0.48190860748291015,0.04480086368249216,0.07170691490173339,0.002757544056588785,0.1,0.5,200,63,"{'l2_regularization': 0.1, 'learning_rate': 0.5, 'max_iter': 200, 'max_leaf_nodes': 63}",0.9715263157894737,0.9721052631578947,0.9715789473684211,0.9723157894736842,0.9689473684210527,0.9712947368421052,0.0012119442496525566,67
0.8849920272827149,0.03725196579466884,0.1437957763671875,0.002131209878058538,0.5,0.01,50,15,"{'l2_regularization': 0.5, 'learning_rate': 0.01, 'max_iter': 50, 'max_leaf_nodes': 15}",0.9149473684210526,0.9149473684210526,0.9149473684210526,0.9148947368421053,0.9148947368421053,0.9149263157894737,2.5784102555580936e-05,73
1.0144387245178224,0.05730921442830924,0.19646611213684081,0.013581843476470918,0.5,0.01,50,31,"{'l2_regularization': 0.5, 'learning_rate': 0.01, 'max_iter': 50, 'max_leaf_nodes': 31}",0.9149473684210526,0.9149473684210526,0.9149473684210526,0.9148947368421053,0.9148947368421053,0.9149263157894737,2.5784102555580936e-05,73
1.1470736980438232,0.04898258609240616,0.16612458229064941,0.009258535487034735,0.5,0.01,50,63,"{'l2_regularization': 0.5, 'learning_rate': 0.01, 'max_iter': 50, 'max_leaf_nodes': 63}",0.9149473684210526,0.9149473684210526,0.9149473684210526,0.9148947368421053,0.9148947368421053,0.9149263157894737,2.5784102555580936e-05,73
1.6652462482452393,0.03852108218305963,0.29493117332458496,0.01213733426989658,0.5,0.01,100,15,"{'l2_regularization': 0.5, 'learning_rate': 0.01, 'max_iter': 100, 'max_leaf_nodes': 15}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
1.8686479091644288,0.025944554804241116,0.3056013107299805,0.011982339716605936,0.5,0.01,100,31,"{'l2_regularization': 0.5, 'learning_rate': 0.01, 'max_iter': 100, 'max_leaf_nodes': 31}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
2.1920618057250976,0.09437831436373827,0.34947776794433594,0.033003437707151785,0.5,0.01,100,63,"{'l2_regularization': 0.5, 'learning_rate': 0.01, 'max_iter': 100, 'max_leaf_nodes': 63}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
3.2064092636108397,0.11018149116658198,0.6019044399261475,0.09365216513849928,0.5,0.01,200,15,"{'l2_regularization': 0.5, 'learning_rate': 0.01, 'max_iter': 200, 'max_leaf_nodes': 15}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
3.5084938049316405,0.0324825035570286,0.4989007472991943,0.006797760204165672,0.5,0.01,200,31,"{'l2_regularization': 0.5, 'learning_rate': 0.01, 'max_iter': 200, 'max_leaf_nodes': 31}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
4.2693634033203125,0.3214288202607794,0.5268063545227051,0.010926370762778201,0.5,0.01,200,63,"{'l2_regularization': 0.5, 'learning_rate': 0.01, 'max_iter': 200, 'max_leaf_nodes': 63}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
0.9373506546020508,0.1832558188876124,0.16214375495910643,0.053019731734679006,0.5,0.1,50,15,"{'l2_regularization': 0.5, 'learning_rate': 0.1, 'max_iter': 50, 'max_leaf_nodes': 15}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
0.8339537143707275,0.0906439713380198,0.12438502311706542,0.0070212274704341115,0.5,0.1,50,31,"{'l2_regularization': 0.5, 'learning_rate': 0.1, 'max_iter': 50, 'max_leaf_nodes': 31}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
0.9520657539367676,0.03403849615950408,0.12920713424682617,0.008715480875856095,0.5,0.1,50,63,"{'l2_regularization': 0.5, 'learning_rate': 0.1, 'max_iter': 50, 'max_leaf_nodes': 63}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
1.008388137817383,0.10151525712528095,0.1738877773284912,0.010544508011763274,0.5,0.1,100,15,"{'l2_regularization': 0.5, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 15}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
1.108569574356079,0.0583364052960086,0.192918062210083,0.027234658845769085,0.5,0.1,100,31,"{'l2_regularization': 0.5, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 31}",0.9715263157894737,0.9726842105263158,0.972,0.9728421052631578,0.97,0.9718105263157895,0.001021974624422737,39
1.2830629348754883,0.08181667722466085,0.18644795417785645,0.016616514259772532,0.5,0.1,100,63,"{'l2_regularization': 0.5, 'learning_rate': 0.1, 'max_iter': 100, 'max_leaf_nodes': 63}",0.9715263157894737,0.9727368421052631,0.972,0.9728421052631578,0.9699473684210527,0.9718105263157895,0.0010497856264475047,39
1.066453456878662,0.07400306853784906,0.19428281784057616,0.03179835294091772,0.5,0.1,200,15,"{'l2_regularization': 0.5, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 15}",0.9715263157894737,0.9727368421052631,0.972,0.9728947368421053,0.97,0.9718315789473684,0.0010417330542095173,1
1.2628309726715088,0.15711769849237966,0.18277993202209472,0.0031143213233944924,0.5,0.1,200,31,"{'l2_regularization': 0.5, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 31}",0.9715263157894737,0.9726842105263158,0.972,0.9728421052631578,0.97,0.9718105263157895,0.001021974624422737,39
1.348759937286377,0.08344065247456278,0.1715322971343994,0.007996159382599411,0.5,0.1,200,63,"{'l2_regularization': 0.5, 'learning_rate': 0.1, 'max_iter': 200, 'max_leaf_nodes': 63}",0.9715263157894737,0.9727368421052631,0.972,0.9728421052631578,0.9699473684210527,0.9718105263157895,0.0010497856264475047,39
0.39319982528686526,0.047726042350542626,0.04726476669311523,0.005279301991712688,0.5,0.5,50,15,"{'l2_regularization': 0.5, 'learning_rate': 0.5, 'max_iter': 50, 'max_leaf_nodes': 15}",0.9715263157894737,0.9726315789473684,0.972,0.9727894736842105,0.9700526315789474,0.9718,0.0009837460204173449,45
0.38378610610961916,0.04779883574942888,0.04878363609313965,0.004381694337406884,0.5,0.5,50,31,"{'l2_regularization': 0.5, 'learning_rate': 0.5, 'max_iter': 50, 'max_leaf_nodes': 31}",0.9713684210526315,0.9726842105263158,0.972,0.9723684210526315,0.97,0.9716842105263158,0.0009491211855873673,52
0.41842217445373536,0.026193488009925787,0.04726362228393555,0.0020467829075399807,0.5,0.5,50,63,"{'l2_regularization': 0.5, 'learning_rate': 0.5, 'max_iter': 50, 'max_leaf_nodes': 63}",0.9715263157894737,0.9726842105263158,0.9717368421052631,0.9723684210526315,0.9692105263157895,0.9715052631578948,0.001221052631578929,61
0.36499738693237305,0.03706399794650698,0.04688739776611328,0.003475667678339629,0.5,0.5,100,15,"{'l2_regularization': 0.5, 'learning_rate': 0.5, 'max_iter': 100, 'max_leaf_nodes': 15}",0.9715263157894737,0.9726315789473684,0.972,0.9727894736842105,0.9700526315789474,0.9718,0.0009837460204173449,45
0.3580652713775635,0.030146032556707197,0.047675561904907224,0.006076265865438036,0.5,0.5,100,31,"{'l2_regularization': 0.5, 'learning_rate': 0.5, 'max_iter': 100, 'max_leaf_nodes': 31}",0.9713684210526315,0.9726842105263158,0.972,0.9723684210526315,0.97,0.9716842105263158,0.0009491211855873673,52
0.4102190971374512,0.048606423651169434,0.04755849838256836,0.004407966191335734,0.5,0.5,100,63,"{'l2_regularization': 0.5, 'learning_rate': 0.5, 'max_iter': 100, 'max_leaf_nodes': 63}",0.9715263157894737,0.9726842105263158,0.9717368421052631,0.9723684210526315,0.9692105263157895,0.9715052631578948,0.001221052631578929,61
0.3704108238220215,0.05137969604632541,0.04423370361328125,0.002927901197161638,0.5,0.5,200,15,"{'l2_regularization': 0.5, 'learning_rate': 0.5, 'max_iter': 200, 'max_leaf_nodes': 15}",0.9715263157894737,0.9726315789473684,0.972,0.9727894736842105,0.9700526315789474,0.9718,0.0009837460204173449,45
0.3656435012817383,0.0475147747425283,0.04061956405639648,0.0033987847069646246,0.5,0.5,200,31,"{'l2_regularization': 0.5, 'learning_rate': 0.5, 'max_iter': 200, 'max_leaf_nodes': 31}",0.9713684210526315,0.9726842105263158,0.972,0.9723684210526315,0.97,0.9716842105263158,0.0009491211855873673,52
0.30036168098449706,0.02306721604778472,0.03602676391601563,0.002228718112993885,0.5,0.5,200,63,"{'l2_regularization': 0.5, 'learning_rate': 0.5, 'max_iter': 200, 'max_leaf_nodes': 63}",0.9715263157894737,0.9726842105263158,0.9717368421052631,0.9723684210526315,0.9692105263157895,0.9715052631578948,0.001221052631578929,61
